,article,lang
24,"Res novae Francicae sive Gallica Revolutio vel Revolutio Gallica (–), fuit aetas radicalis conversionis rerum publicarum in Francia et historia Europaea. Monarchia absoluta quae Franciam saecula regnaverat tres annos dilapsa est. Societas Francica immanem commutationem subiit dum iura feudalia, aristocratica, et religiosa, a liberalibus gregibus civilibus vulgoque in viis acriter oppugnata, in vaporem verterent. Priscae  de hierarchia et traditione notiones principiis Aetatis Humanitatis ad civitatem et iura quae abalienari non possunt spectantibus concesserunt.


 Origo Rerum Novarum Francicarum 
Praecursores Rerum Novarum Francicae fuerunt philosophi saeculi XVIII, qui obiurgaverunt in schedis acerbis ecclesiam Christianorum et institutiones Galliae; exempli gratia, Carolus Montesquieu, Voltarius, Iohannes-Iacobus Rousseau invocari debent. Die  Iunii , tertius status et pars nobilium et clericorum sibi nomen imposuerunt Assemblée nationale, id est Conventum civitatis.
Die  Iunii, aliis nobilibus et clericis, rex iussit etiam se Conventui iunxisse.
Suffragium in statibus generalibus per statum, quod nobilibus clericisque favebat, in Conventu per caput decretum est. Praeterea, die  Iulii, Conventus, qui ab hoc die ergo dicitur Assemblée Constituante, decrevit se Constitutionem parare debere.
Lutetiae et in aliis urbibus Franciae a mense Aprili  multi tumultus exarserunt, inter quos die  mensis Iulii  carcer Bastidae (Francice Bastille) a populo Lutetiae expugnatus est.

Post quam iam die  Augusti, Conventus iura feudorum et decima pro clericis aboleverat, Charta Hominis ac Civis Iurum (Déclaration des droits de l'homme et du citoyen) ut prooemium futurae Constitutionis promulgatum est a Conventu die  Augusti . 
Propter novos tumultus mense Octobri  rex, qui Versaliis vivebat, coactus est a populo in Lutetiam se transferre.


 Conflictus cum Ecclesia Catholica 
Mense Iulio , Conventus disciplinam civilem pro clericis (Francice: Constitution civile du clergé) adscivit, et rex eam die  Decembris sanxit. Postea Conventus etiam clericos eos Constitutioni novae oboedire adegit.
Papa Pius VI mense Martio  disciplinam civilem pro clericis condemnavit.
Clerici et Francici omnes in duas partes discesserunt. Aliqui Res Novas acceperunt, alii fidem Ecclesiae Catholicae servaverunt. Hi clerici dicti sunt réfractaires, quia ad iusiurandum supra novam Constitutionem recusaverunt.


 Bellum et finis monarchiae 
Die  Iunii , rex Ludovicus XVI cum familia fugam e Francia conatus est, sed iam insequenti die in Varena in Arduenna comprehensus est, et Lutetiam redire debuit, et die  Septembris Constitutionem sanxit, et postea novus conventus, dictus Assemblée législative, electus est.
Die  Aprilis , Francia bellum contra Austria, quae a Prussia sustenta est, inderdixit. Iam die  Septembris  urbs Avenio, quae ad domania sub dicione pontificia erat Franciae iuncta est. Post multas clades die  Septembris , exercitus Franciae praeclaram pugnam in Valmy vicit.
Anno autem , post quam iam die  Augusti propter novos tumultus rex deprehensus cum familia et ad tempus ex munere motus est, die  mensis Septembris regni domui Borbonicae finis est factus. Quae cum ita essent, anno  die  mensis Ianuarii rex capitis damnatus supplicio affectus est. Paulo post, bellum etiam contra Angliam et Nederlandiam (et mense Martio  Hispaniam) inderditum est.

Die  Octobris  post processum necata est Lutetiae etiam regina Maria Antonia, imperatorum Francisci I et Mariae Theresiae Austriae filia.


 Terroris Regimen 
Die  Aprilis  Lutetiae tribunal revolutionis primum convenit, qui acerrime in inimicos Rerum Novarum Francicae ageret.
Franciam a die  Aprilis  consilium salutis publicae (Francice: Comité de salut public) a duodecim viribus constitutum duxit.
Tempus circiter a die  Septembris  usque ad mortem Maximiliani a Robespierre de facto dominus consilii salutis publicae dicitur Terroris Regimen, cum permulti homines (scilicet inter . et .), qui etiam antea Res Novas Francicae sustinuerant, supplicio affecti sunt.
Die  Octobris , Conventus Rei Publicae calendarium introduxit.
Propter coniurationem, cui etiam consilii salutis publicae aliqui socii, e.g., Iacobi Nicolai Billaud-Varenne interfuerunt, die  Iulii  Robespierre comprehensus est et insequenti die supplicio affectus est.


 Aetas Directorii 
Mense Augusto  nova constitutio promulgata est. Secundum hanc Constitutionem, Francia a Directorio (Francice:  Directoire) a quinque viribus constitutum ducta est.


 Exitus Rerum Novarum Francicarum 
Rerum gestarum scriptores putant Res Novas Francicae finem habuisse anno , cum Napoleo directorium abolevit et se primum consulem rei publicae Francicae fecit.
Res Novae Francicae saepe esse ""coeptus novi aevi"" viditur. In Francia vim pecuniosorum et abundantiam Ecclesiae deiecta sunt, etsi ambo supervixerunt. Res novae mundum extra Franciam excitaverunt: Res Novae Russicae (Revolutio Februaria Russica et Revolutio Octobris Russica) adfecerunt, et notionibus Francicis Mao Zedong ad Res Publica Popularis Sinarum creatanda inspiratus est.


 Nexus interni 
 Anticlericalismus
 Dies nationalis Franciae
 Libertas aequalitas fraternitas
 La Marseillaise
 Rerum novarum cupidi
 Res novae
 Tromocratia


 Nota 


 Bibliographia 
 Carlyle, Thomas () []. The French Revolution: A History. The Modern Library. ISBN  
 Censer, Jack; Lynn Hunt (). Liberty, Equality, Fraternity: Exploring the French Revolution. Pennsylvania: Pennsylvania State University Press 
 Cole, Alistair; Peter Campbell (). French electoral systems and elections since . Gower 
 Dalton, Susan (). “Gender and the Shifting Ground of Revolutionary Politics: The Case of Madame Roland” Canadian Journal of History 
 Doyle, William (). The Oxford history of the French Revolution (rd ed.). Oxford: Oxford University Press. ISBN  
 Doyle, William (). The French Revolution: A very short introduction. Oxford: Oxford University Press. ISBN  
 Doyle, William (). The Oxford history of the French Revolution (nd ed.). Oxford University Press. ISBN X 
 Frey, Linda; Marsha Frey (). The French Revolution. Westport, Connecticut: Greenwood Press. ISBN  
 Furet, Francois (). Revolutionary France, –. Blackwell Publishing. ISBN  
 Hanson, Paul (). Contesting the French Revolution. Blackwell Publishing. ISBN  
 Hibbert, Christopher (). The Days of the French Revolution. New York: Quill, William Morrow. ISBN  
 Levy, Darline Gay and Harriet B. Applewhite. “Women and Militant Citizenship in Revolutionary Paris,” in Rebel Daughters, ed. Sara e. Melzer and Leslie W. Rabine (New York: Oxford University Press ). 
 Kennedy, Emmet (). A Cultural History of the French Revolution. New Haven: Yale University Press 
 Lefebvre, Georges (). The French Revolution: From Its Origins to . Columbia University Press. ISBN  
 Marquise de Maintenon “Instruction to the Nuns of St. Louis,” in Writings by Pre-Revolutionary French Women. ed. Anne R. Larsen and Colette H Winn. (New York: Garland Publishing Inc., ), . 
 McManners, John (). The French Revolution and the Church. New York: Harper and Row 
 Mousset, Sophie (). Women’s Rights and the French Revolution. Joy Poirel. Transaction Publishers. ISBN  
 Neely, Sylvia (). A Concise History of the French Revolution. Rowman & Littlefield. ISBN  
 Rude, George (). The French Revolution: Its Causes, Its History and Its Legacy After  Years. Grove Press. ISBN  
 Schama, Simon () []. Citizens. Penguin. ISBN  
 Scott, Joan Wallach. “A Woman Who Has Only Paradoxes to Offer,” in Rebel Daughters, ed. Sara e. Melzer and Leslie W. Rabine (New York: Oxford University Press ).
 Soboul, Albert (). A short history of the French Revolution: –. Geoffrey Symcox. University of California Press, Ltd. ISBN  
 Walker, Leslie H. ""Sweet and Consoling Virtue: The Memoirs of Madame Roland."" Eighteenth-Century Studies, French Revolutionary Culture (): –. .bianca.penlib.du.edu/.
 “Women.” The Encyclopedia of Diderot and d’Alembert. University of Michigan Library, n.d. Web. //. < http://quod.lib.umich.edu/d/did/>.",lat
25," Vanýsek, olim designationibus  ED,  VX,  WT,  FK,  GE,  KC, et  UD agnitus, est asteroides systematis solaris nostri, asteroidibus Cinguli Principalis attributus. Astronomis terrestribus magnitudinem absolutam . monstrat. Die  Martii  a Miloš Tichý, astronomo apud Observatorium Kleť versato, repertus est.Rerum orbitalium ratio epochae  Ianuarii  constitit. Qua epocha  Vanýsek per dies  circa solem movebatur. Axem orbitalem habebat unitatum astronomicarum . et eccentricitatem ., distans igitur a sole quam minime unitatibus ., quam maxime unitatibus .. Inclinatio orbitalis .° reperiebatur, anomalia media .°.


 Notae 


 Nexus externi 
 Haec commentatio, automatice praeparata, res astronomicas colligit excerptas e pagina [] sitús Small-Body Database, quem elaboraverunt NASA et JPL apud Institutum Technologiae Californiense.",lat
26,"Conventio Consilii Europae de inhibenda vi mulieribus adlata et de oppugnanda violentia domestica est pactio internationalis de iuribus humanis decreta die  Maii  Istanbul a Consilio Europae ad iura humana mulierum puellaque contra omnes violentia pro mulierinus ac violentiam domesticam.
Hodie adhuc mense Decembro ,  civitates hanc Conventio signavit, et viginti septem civitates (die  Martii  Turcia primum, deinde Albania, Austria, Bosnia et Herzegovina, Mons Niger, Italia, Serbia et Portugallia, Andorra, Dania, Francia, Hispania, Res publica Moldavica, Suecia, Monacum et Slovacia, Finlandia, Polonia et Nederlandia, Sanctus Marinus, Belgium, Romania, Norvegia, Georgia, Germania, Estonia et Cyprus) hance ratam habent. At quales civitates; Britanniarum Regnum, Italia, Russia et Sancta Sedes stant, qui modificationem huis Conventionis temptant. Amnestia Internationalis qualem propositionem opponet. Quod hae Conventio die  Augusti  in poestatem ire fas est.


 Summa conventionis 
Cum praefatio, Conventio de Protectione Iurum Humanorum et Libertatum elementariorum, Charta Socialis Europaea, Conventio de Actione contra Mercatum Hominum reaffirmantur, etiam cum pactionibus de iuribus humanis Consociationis Nationum et Status Romana de Iudicio Internationalis Criminalis. Atque cognoscet ut implementum aequalitatis inter vires et mulieres ""de iure"" et ""de facto"" essentia ad praeventionem violentiae mulieribus adlatae.
Articulus II affirmat ut hae Conventio et in tempo pacis et tempo belli applicari fas est.
Aticulus III definitiones dat; ""violentia contra mulieres"" ut violatio iurum humanorum et forma discriminationis mulierum ac consequentia violentiae, sicut vexiatio seu tortura physica, sexualis, et violentiae psychicae, vel oeconomica, et in vita publica et privata putari fas est. Et ""violentia domestica"" ut omnes actiones violentiae physicae, sexualis, psycologicae, vel oecomonicae qui in familia vel domo qualiscumque status actoris. 
Et Articulus IV affirmat ut implementum, specialiter de mensura protectionis iurum victimarum, sine omnibus discriminationibus omnium causa dare fas est, sicut sexus, genus, gens, color, lingua, opinio politica, origo nationalis vel socialis, attributio ad minoritatem nationalis, bonum, nativitas, regio sexualis, identitas generis, status salutis, status migrationis vel exsulationis, vel ceterus status. Quod sub influentia Principiorum Yogyakartensis formata est. 
Etiam Articulus  matrimonium coaticium, Articulus  mutilationem genitalium femineorum et Articulus  abortum et sterilistionem coacticiam et Articulus  homicidium honorabile prohibet. 


 Notae 


 Nexus interni 
Consilium Europae
Conventio de Abrogatione in omni forma Discriminationis contra Mulieres
Yogyakartae Principia


 Nexus externi 
Conventio de praebentione pugnaque Consilii Europae contra violentiam mulieribus ac domesticam",lat
27,"Anatolius Naum filius Rybakov (Russice Анатолий Наумович Рыбаков, tr. Anatolij Naumovič Rybakov;  Ianuarii  –  Decembris ) fuit scriptor Sovieticus et Russicus.",lat
28,"Fossaceca (-ae, f.) (alia nomina: Arpaiensis) (Italiane: Arpaise) est oppidum Italiae et municipium, in Regione Campania, in Provincia Beneventana et in Samnio historica ac geographica regione situm. 


 Insigne 


 Sententia 


 Urbis administratio 


 Geographia 


 Historia 


 Clari cives 


 Fractiones 


 Municipia finitima 


 Nexus interni 
 Campania,
 Provincia Beneventana,
 Beneventum (Urbs),
 Samnium,
 Municipium Italiae.


 Nexus externi 
 Situs publicus (Italiane)


 Pinacotheca 


 Notae ",lat
29,"Theodoricus Lhermitte (Bononiae ad Sequanam natus die  Novembris ) est histrio Francicus.


 Pelliculae selectae 
  - Le dîner de cons


 Nexus externi 

De Theodorico Lhermitte in Indice Interretiali Pellicularum (Anglice)",lat
30,"Trespoux-Rassiels est commune Francicum  incolarum (anno ) praefecturae Oltis in regione australi Meridiano et Pyrenaeo (a die  Ianuarii  Occitania Ruscinone Meridiano et Pyrenaeis).


 Nexus interni 

 Indicem communium praefecturae Oltis


 Nexus externi 

  De hoc commune apud Cassini",lat
31,"Rieux est commune Francicum  incolarum (anno ) praefecturae Sequanae Maritimae in regione Normannia Superiori (a die  Ianuarii  Normannia).


 Nexus interni 

 Indicem communium praefecturae Sequanae Maritimae


 Nexus externi 

  De hoc commune apud cassini.ehess.fr",lat
32," McAllister, olim designationibus  RT,  TT,  VO,  WD, et  TM agnitus, est asteroides systematis solaris nostri, asteroidibus Cinguli Principalis attributus. Astronomis terrestribus magnitudinem absolutam . monstrat. Die  Septembris  ab Edwardo Bowell, astronomo apud Observatorium Lowell versato, repertus est.Rerum orbitalium ratio epochae  Ianuarii  constitit. Qua epocha  McAllister per dies  circa solem movebatur. Axem orbitalem habebat unitatum astronomicarum . et eccentricitatem ., distans igitur a sole quam minime unitatibus ., quam maxime unitatibus .. Inclinatio orbitalis .° reperiebatur, anomalia media .°.


 Notae 


 Nexus externi 
 Haec commentatio, automatice praeparata, res astronomicas colligit excerptas e pagina [] sitús Small-Body Database, quem elaboraverunt NASA et JPL apud Institutum Technologiae Californiense.",lat
33,"Foedus Iroquesiorum sive Irocosiorum, etiam The Six Nations aut ab ipsis pronepotibus Haudenosaunee ('Populus Aedium Longarum') dictus, est populus indigenarum, situs in America Septentrionale. Circa saeculum sextum decimum, quinque nationes Novi Erboraci in hoc foedus se constituerunt. Postea natio sexta ad foedus est addita.
Anno duobus milibus et decem   Iroquesii Canada incolunt, et   in Civitatibus Fœderatibus Americæ.


 Historia 
Circa saeculum sextum decimum, Iroquesii duo, Hiawatha et Dekanawida ('Factor Magnus Pacis'), nuntium ""Legem Amplum Pacis"" ad nationes tulerunt quinque, Seneca, Caiuga, Onondaga, Oneida, et Mohawk. Iroquesii fines suos expandebant ac populos alios vincebant atque Algonquinos pugnabant. Saeculo septimo decimo, Iroquesii in bellis Iroquesiis [en] Algonquinos et Francogallicos bellaverunt. Anno  Tuscarora in foedus intravit. 
In bello Franco-Indianum Iroquesii cum Britannis contra Francogallicos dimicabant. Motu Americano Iroquesii se medium gerere conati sunt, sed Tuscarora et Oneida Americanis, Mohawk, Seneca, Onondaga et Caiuga Britannis favebant. Americani bello vicerunt. Ante bellum aliqui Iroquesii ad Quebecum et Ontarionem iverunt.
In regionibus sitis in parte Novi Eboraci occidentale, coacti sunt Iroquesii. Nunc in Canada et Civitatibus Foederatae Americae habitant.


 Nationes 


 Notae 


 Bibliographia 
 William M. Fenton, The Great Law and the Longhouse: a political history of the Iroquois confederacy. Norman Oclahomae, 
 Rachel Herrmann, ""'No Useless Mouth': Iroquoian food diplomacy in the American Revolution"" in Diplomatic History vol.  () pp. -
 Kurt A. Jordan, The Seneca Restoration, -: an Iroquois local political economy. Gainesville Floridae, 
 Richard White, The Middle Ground: Indians, empires and republics in the Great Lakes region, -. Novi Eboraci, ",lat
34,"Rubicundus est nomen coloris.


 Aliud inceptum vicipaediae 


 Nexus externus 
glossa-dictionary (Anglice, Latine)
""rubicundus"" in google",lat
35,"Samaran (Gasconice Samaran ) est commune  incolarum (anno ) Franciae praefecturae Aegirtii in regione Meridiano et Pyrenaeo.


 Nexus interni 
 Indicem communium praefecturae Aegirtii


 Nexus externi ",lat
36,"Scientia systematis Tellustris est corpus studiorum academicorum in quibus Tellus sic intellegitur ut systema. Itaque quaestio est, quomodo inter se cohaereant atmosphaera, hydrosphaera, lithosphaera, biosphaera, heliosphaera.",lat
37,"Rusticatio Californiana est seminarium quodddam conventiculi instar in California apud Ben Lomond, qua, Annula Llewellyn Septentrionalis Americani Latinitatis Vivae Instituti moderatrice, discipuli artes Latine loquendi discunt, et quae eis docetur exercent. 
Septima Rusticatio California agetur inter  Augusti -  Augusti 


 Nexus interni 
Annula Llewellyn
SALVI
Rusticatio Virginiana, Annula etiam moderatrice
Conventiculum Latinum
Categoria:Conventicula Latina


 Nexus externi 
Pagina Rusticationis (ab anno , Latine scripta)
PDF paginae pro anno  (Anglice scripta)",lat
38,"Caspar Monge (natus in Beaune die  Maii  natus; Lutetiae die  Iulii  mortuus) fuit mathematicus et physicus Francicus qui geometriae analyticae et differentialis peritus. Monge fuit sodalis Academiae Scientiarum Francicae et est unus septaginta duorum hominum quos  Turris Eiffeliae effigies commemorat. Cureator fuit Scholae Polytechnicae Francicae.


 Nexus externi 

 De Caspare Monge apud Mc Tutor (Anglice)",lat
39," Mimistrobell, olim designationibus  TN,  DR,  HW,  FG,  DD, et  UK agnitus, est asteroides systematis solaris nostri, asteroidibus Cinguli Principalis attributus. Astronomis terrestribus magnitudinem absolutam . monstrat. Die  Octobris  a Carolina Ioanne Spellmann Shoemaker, astronomo apud Observatorium Palomar versato, repertus est.Rerum orbitalium ratio epochae  Ianuarii  constitit. Qua epocha  Mimistrobell per dies  circa solem movebatur. Axem orbitalem habebat unitatum astronomicarum . et eccentricitatem ., distans igitur a sole quam minime unitatibus ., quam maxime unitatibus .. Inclinatio orbitalis .° reperiebatur, anomalia media .°.


 Notae 


 Nexus externi 
 Haec commentatio, automatice praeparata, res astronomicas colligit excerptas e pagina [] sitús Small-Body Database, quem elaboraverunt NASA et JPL apud Institutum Technologiae Californiense.",lat
40,"Bures est commune Francicum  incolarum (anno ) praefecturae Murtae et Mosellae in provincia orientali Lotharingia.


 Nexus interni 
 Index communium praefecturae Murtae et Mosellae


 Nexus externi ",lat
41,"La Villette est commune  incolarum (anno ) praefecturae Calvorum Dorsorum in regione Francica Normannia Inferiori.


 Nexus interni 
 Index communium praefecturae Calvorum Dorsorum


 Nexus externi ",lat
42,"Saint-Martin-de-la-Lieue est commune Francicum  incolarum (anno ) praefecturae Calvorum Dorsorum in regione Normannia Inferiori.


 Nexus interni 
 Index communium praefecturae Calvorum Dorsorum


 Nexus externi 

  Saint-Martin-de-la-Lieue pagina interretialis",lat
43,"De urbe mediaevali vide Constantinopolis mediaevalis
Byzantium (Graece Βυζάντιον) est urbs ad extremitatem Europae austro-orientalem et ad ora Bospori a Megariis saeculo septimo a.C.n. colonizata. Quae, a Constantino I imperatore Romano rursus condita, nominibus Constantinopoli et İstanbul temporibus recentioribus cognoscitur.


 Bibliographia 
 ""Constantinopolis"" in William Smith, ed., Dictionary of Greek and Roman Geography (Londinii, ) textus.",lat
44,"Provency est commune Francicum  incolarum (anno ) praefecturae Icaunae in provincia occidentali Burgundia.


 Nexus interni 
 Index communium praefecturae Icaunae


 Nexus externi ",lat
45,"Hanstedt commune Saxoniae Inferioris et pars Circuli Uelzen est. Hanstedt e vicis Allenbostel, Bode, Brauel, Eitzen II, Hanstedt I, Oechtringen, Oetzfelde, Teendorf und Velgen constat. Ab anno  Hanstedt ad Bevensen-Ebstorf commune generale pertinet.


 Historia 

Anno  Hanstedt primo in actis descripta est. Fuit postea pars Ducatus Luneburgensis. Anno  ad Ducatum Electoralem Brunsvicum-Luneburgensem transiit. Anno  cum toto Ducato a copiis Francicis occupatum est. Annis  -  pars Regni Westphaliae erat. Tum ad Regnum Hannoveranum, ab anno  ad Borussiam pertinuit. Ab anno  Hanstedt pars Saxoniae Inferioris est. Anno  vici supra dicti cum Hanstedt coniuncti sunt. Anno eodem Hanstedt etiam pars communis generalis Ebstorf factum est. Quod autem anno  cum aliis communibus ad commune generale Bevensen-Ebstorf coniunctum est. 


 Nexus externi 

Pagina communis generalis Bevensen-Ebsdorf de Hanstedt scripta",lat
46,"Elegia est distichon binis versibus constans, quorum primus hexameter est, sicut in carmine epico; alter autem pentameter:

– X | – X | – X | – X | – u u | – x 
– X | – X | – || – u u | – u u | –Hic – = elementum longum; u = elementum breve; X = elementum biceps [i.e. elementum longum sive duo elementa brevia]; x = elementum anceps [i.e. elementum longum sive elementum breve].
Dicitur elegia tempore antiquo esse ad tibias cantata, poetaeque elegiarum fuisse etiam tibicines, sicut et Mimnermus ille tibicen et amator tibicinarum.
Formam elegiae constat proximam heroico versui esse, sed elegiae saepius convivia et amatorum mores quam magna proeliorum regumque gesta tractant. Exemplum:

O numquam pro me satis indignate Cupido ← hexameter
O in corde meo desidiose puer, ← pentameter
Quid me, qui miles numquam tu signa reliqui, ← hexameter
Laedis, et in castris vulneror ipse meis? ← pentameter
—Publius Ovidius Naso, Amores, ..–.


 Historia 
In principio, soli Graeci antiqui elegia usi sunt in carmine funerali. Sunt qui putent nomen huius poetici generis esse a Graecis verbis ε λεγε ε λεγε 'vae plora vae plora!' Qua de causa hac significatione homines hodie interdum verbis elegia et elegiaca utuntur pro picturis et alis operibus de luctu tristitiaque factis.
Poetae Graeci elegiarum periti fuerunt Callinus, Mimnermus, Phocylides, Solon, Theognis, Tyrtaeus, Xenophanes, et nonnulli nobis notis poetae minores: Adespota, Asius, Critias, Demodocus, Dionysius Chalcus, Euenus, et Philiadas.
Gaius Cornelius Gallus poeta Romanus primus Elegias Augustanas excoluit, sed omnia eius carmina amissa sunt. Tibullus, Propertius, Ovidius fuerunt maiores elegiarum poetae. Catullus quoque, in carmine , elegiae appropinquat.
Multi poetae recentiores elegias scripserunt. Unus e sollertissimis habetur Ioannes Miltonus. Celeberrima sunt carmina a Goethio Romae conscripta, ab eo ipso Römische Elegien (Elegiae Romanae) dicta. 
Anno  Rainerius Maria Rilke suas Duineser Elegien (i. e. Elegiae Duinenses), collectaneum opus decem carmina continens, edidit, quae annis ab  ad  conscripserat. His carminibus, quamquam formam elegiae propriam, praecipue dimetrum, non ad amussim aequiperant, poeta praecepta canonica sollerter varians nomen elegiae imposuit.


 Notae 


 Nexus interni 
Tristia


 Bibliographia 
 Gerber, Douglas E., ed. . Greek Elegiac Poetry: From the Seventh to the Fifth Centuries BC. Loeb Classical Library, . Cantabrigiae Massachusettiae: Harvard University Press. ISBN ---.",lat
